person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_age,log_person_income
OWN,7.0,VENTURE,B,10000,9.88,0,0.11,N,3,3.1354942159291497,11.440354772135393
MORTGAGE,4.0,EDUCATION,C,9800,12.73,0,0.11,N,3,3.044522437723423,11.440354772135393
RENT,3.0,HOMEIMPROVEMENT,A,12500,7.88,0,0.18,N,3,3.1780538303479458,11.156250521031495
RENT,2.0,VENTURE,A,12500,9.38,0,0.16,N,2,3.2188758248682006,11.294769455167058
RENT,0.0,DEBTCONSOLIDATION,A,12500,6.54,0,0.15,N,4,3.1354942159291497,11.33857207782545
RENT,6.0,DEBTCONSOLIDATION,D,12500,6.0,1,0.17,N,2,3.1780538303479458,11.198214720130528
OWN,4.0,VENTURE,A,3200,7.14,0,0.09,N,3,3.1354942159291497,10.439629984285908
RENT,3.0,MEDICAL,C,12500,12.61,0,0.13,N,2,3.258096538021482,11.461632170582678
MORTGAGE,3.0,VENTURE,C,18000,11.78,0,0.19,Y,3,3.1780538303479458,11.440354772135393
MORTGAGE,5.0,VENTURE,A,3000,7.12,0,0.03,N,3,3.1354942159291497,11.440354772135393
MORTGAGE,6.0,VENTURE,B,7500,10.995555082490686,0,0.08,N,4,3.091042453358316,11.440354772135393
MORTGAGE,3.0,DEBTCONSOLIDATION,C,8450,13.49,0,0.09,Y,2,3.2188758248682006,11.441214617416229
RENT,1.0,DEBTCONSOLIDATION,B,12500,9.62,0,0.11,N,4,3.1780538303479458,11.608235644774552
MORTGAGE,9.0,EDUCATION,D,25000,15.58,0,0.27,Y,4,3.2188758248682006,11.442503000673682
MORTGAGE,5.0,MEDICAL,B,12000,11.49,0,0.13,N,3,3.091042453358316,11.442696115073106
MORTGAGE,6.0,PERSONAL,A,7000,9.63,0,0.08,N,2,3.091042453358316,11.442932093149693
MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,11.26,0,0.13,N,2,3.258096538021482,11.445181812883709
RENT,0.0,MEDICAL,B,12600,11.99,1,0.42,N,4,3.091042453358316,10.308952660644293
RENT,0.0,MEDICAL,B,12600,11.26,0,0.3,N,3,3.2188758248682006,10.657353468130779
MORTGAGE,1.0,HOMEIMPROVEMENT,C,14000,12.23,0,0.15,N,4,3.2188758248682006,11.44571671527678
MORTGAGE,9.0,VENTURE,D,6250,14.83,0,0.07,Y,3,3.258096538021482,11.44571671527678
RENT,5.0,EDUCATION,B,12600,11.83,0,0.27,N,2,3.1780538303479458,10.763207932921889
RENT,6.0,PERSONAL,B,12600,10.65,0,0.17,N,3,3.091042453358316,11.211820372186306
RENT,3.0,DEBTCONSOLIDATION,B,12600,10.75,0,0.11,N,2,3.091042453358316,11.608235644774552
MORTGAGE,4.0,MEDICAL,B,9600,10.995555082490686,1,0.1384083044982699,N,4,3.1354942159291497,11.147065611454423
MORTGAGE,4.0,MEDICAL,A,3600,5.42,0,0.04,N,2,3.1780538303479458,11.446785662465684
RENT,3.0,EDUCATION,A,12600,6.92,0,0.07,N,4,3.091042453358316,12.154779351142624
MORTGAGE,6.0,EDUCATION,B,5000,9.99,0,0.05,N,2,3.091042453358316,11.446785662465684
MORTGAGE,5.0,EDUCATION,B,25000,10.36,0,0.27,N,3,3.044522437723423,11.446785662465684
MORTGAGE,2.0,MEDICAL,F,22000,19.79,1,0.3171856978085351,Y,3,3.2188758248682006,11.147065611454423
MORTGAGE,9.0,DEBTCONSOLIDATION,B,20000,10.62,0,0.21,N,3,3.2188758248682006,11.446785662465684
RENT,3.0,EDUCATION,C,12700,14.27,1,0.55,Y,4,3.1354942159291497,10.043249494911286
MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,10.995555082490686,0,0.06,N,2,3.091042453358316,11.446785662465684
MORTGAGE,6.0,PERSONAL,B,10000,11.46,1,0.12,N,3,3.091042453358316,11.314425744568778
RENT,0.0,VENTURE,A,12700,10.995555082490686,0,0.18,N,2,3.1354942159291497,11.156250521031495
RENT,3.0,MEDICAL,D,12750,18.25,1,0.25,N,4,3.091042453358316,10.858998997563564
MORTGAGE,9.0,HOMEIMPROVEMENT,B,30000,10.65,0,0.32,N,4,3.2188758248682006,11.451050061252142
MORTGAGE,1.0,PERSONAL,A,13000,6.03,0,0.14,N,4,3.1354942159291497,11.451050061252142
MORTGAGE,6.0,PERSONAL,C,35000,15.23,0,0.37,Y,4,3.091042453358316,11.451050061252142
RENT,4.0,HOMEIMPROVEMENT,B,12800,12.42,1,0.4,N,3,3.1780538303479458,10.373491181781864
MORTGAGE,8.0,PERSONAL,A,15000,6.17,0,0.16,N,2,3.258096538021482,11.451050061252142
MORTGAGE,4.0,EDUCATION,B,25000,11.49,0,0.27,N,4,3.1780538303479458,11.451050061252142
RENT,0.0,MEDICAL,A,12800,8.9,1,0.32,N,2,3.091042453358316,10.596634733096073
RENT,4.0,VENTURE,B,12800,12.69,1,0.32,N,2,3.044522437723423,10.596634733096073
RENT,5.0,EDUCATION,D,12800,16.0,1,0.32,Y,3,3.1354942159291497,10.596634733096073
MORTGAGE,5.0,MEDICAL,B,20000,10.995555082490686,0,0.21,N,4,3.2188758248682006,11.451050061252142
RENT,4.0,EDUCATION,B,12800,10.59,0,0.3,N,2,3.258096538021482,10.645424897265505
RENT,3.0,EDUCATION,C,12800,12.73,0,0.29,N,2,3.091042453358316,10.700994748420316
MORTGAGE,1.0,DEBTCONSOLIDATION,A,5000,7.68,0,0.05,N,3,3.258096538021482,11.451050061252142
RENT,6.0,VENTURE,D,12800,15.21,1,0.3,N,2,3.091042453358316,10.650175500024103
RENT,2.0,EDUCATION,F,12800,19.41,1,0.28,Y,3,3.1354942159291497,10.736396675471232
RENT,6.0,HOMEIMPROVEMENT,A,12800,5.42,0,0.24,N,4,3.258096538021482,10.877896237744931
MORTGAGE,6.0,PERSONAL,B,20000,8.88,0,0.21,N,2,3.091042453358316,11.453175460564454
MORTGAGE,6.0,EDUCATION,A,18000,6.54,0,0.19,N,3,3.1354942159291497,11.453175460564454
MORTGAGE,4.0,EDUCATION,B,2400,10.59,0,0.03,N,4,3.091042453358316,11.454681756528737
MORTGAGE,4.0,PERSONAL,A,35000,7.49,0,0.37,N,3,3.2188758248682006,11.455296352133592
RENT,0.0,EDUCATION,B,12800,10.995555082490686,0,0.23,N,4,3.1780538303479458,10.933106969717286
OWN,10.0,VENTURE,A,2000,5.42,0,0.02,N,2,3.258096538021482,11.456355113481834
MORTGAGE,5.0,HOMEIMPROVEMENT,B,13500,10.0,0,0.14,N,2,3.2188758248682006,11.456355113481834
RENT,1.0,MEDICAL,B,12800,12.42,0,0.22,N,2,3.1354942159291497,10.968198289528557
RENT,2.0,DEBTCONSOLIDATION,B,12800,10.59,0,0.21,N,4,3.1354942159291497,11.002099841204238
MORTGAGE,5.0,EDUCATION,B,20000,11.49,0,0.21,N,4,3.091042453358316,11.458384798309035
RENT,7.0,VENTURE,C,12800,12.84,0,0.21,N,2,3.258096538021482,11.002099841204238
MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,14.27,0,0.06,Y,3,3.1354942159291497,11.459524688243112
MORTGAGE,10.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.15,N,4,3.258096538021482,11.459524688243112
MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,9.76,1,0.14,N,2,3.1354942159291497,11.32418334037335
MORTGAGE,4.0,VENTURE,A,2000,5.42,0,0.02,N,3,3.1354942159291497,11.461000392105309
MORTGAGE,3.0,EDUCATION,C,8000,13.22,0,0.08,N,2,3.1354942159291497,11.461263681646336
MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,10.74,0,0.21,N,3,3.2188758248682006,11.461379507086997
RENT,6.0,EDUCATION,C,12800,14.35,0,0.2,Y,4,3.1354942159291497,11.06663836234181
MORTGAGE,0.0,VENTURE,B,10000,9.91,0,0.11,N,3,3.1354942159291497,11.461632170582678
MORTGAGE,7.0,EDUCATION,A,19000,7.51,0,0.2,N,4,3.1354942159291497,11.461632170582678
RENT,5.0,VENTURE,D,12800,14.96,0,0.18,N,4,3.044522437723423,11.173697434635217
MORTGAGE,4.0,MEDICAL,A,4400,7.9,0,0.05,N,3,3.1354942159291497,11.461632170582678
RENT,4.0,MEDICAL,A,12800,10.995555082490686,0,0.17,N,4,3.1780538303479458,11.25654824234686
MORTGAGE,7.0,MEDICAL,A,15000,8.9,1,0.2126151665485471,N,4,3.1354942159291497,11.16407695728096
MORTGAGE,7.0,EDUCATION,A,35000,7.9,0,0.37,N,4,3.1354942159291497,11.461632170582678
RENT,0.0,HOMEIMPROVEMENT,D,12800,14.11,1,0.16,Y,4,3.1780538303479458,11.272126978417297
RENT,9.0,HOMEIMPROVEMENT,D,12800,15.7,0,0.12,Y,4,3.2188758248682006,11.542484267211773
MORTGAGE,1.0,PERSONAL,B,7450,12.69,0,0.08,N,4,3.1780538303479458,11.461632170582678
MORTGAGE,2.0,DEBTCONSOLIDATION,A,24000,7.9,0,0.25,N,4,3.091042453358316,11.461632170582678
MORTGAGE,4.0,EDUCATION,A,6400,7.9,0,0.07,N,4,3.091042453358316,11.461632170582678
MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000,10.65,0,0.11,N,4,3.1780538303479458,11.461632170582678
MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,2,3.1780538303479458,11.461632170582678
RENT,10.0,MEDICAL,B,12875,10.995555082490686,1,0.37,N,2,3.258096538021482,10.46310334047155
MORTGAGE,10.0,PERSONAL,A,6600,7.51,0,0.07,N,4,3.258096538021482,11.461632170582678
RENT,3.0,PERSONAL,B,12875,12.53,1,0.41,N,4,3.091042453358316,10.365962915361072
MORTGAGE,10.0,VENTURE,C,15000,15.96,0,0.16,Y,2,3.258096538021482,11.461632170582678
RENT,0.0,EDUCATION,D,12875,15.31,1,0.29,N,2,3.044522437723423,10.691944912900398
MORTGAGE,3.0,DEBTCONSOLIDATION,B,7200,11.49,0,0.08,N,2,3.091042453358316,11.461632170582678
RENT,8.0,HOMEIMPROVEMENT,E,12950,10.995555082490686,0,0.22,N,4,3.1780538303479458,10.970867138773139
RENT,0.0,DEBTCONSOLIDATION,B,13000,12.42,0,0.26,N,2,3.091042453358316,10.819778284410283
RENT,1.0,EDUCATION,E,13000,18.39,1,0.3,Y,3,3.1354942159291497,10.691944912900398
RENT,3.0,MEDICAL,C,13000,12.23,0,0.26,N,3,3.091042453358316,10.819778284410283
RENT,0.0,HOMEIMPROVEMENT,B,13000,10.995555082490686,0,0.26,N,3,3.258096538021482,10.819778284410283
OWN,6.0,EDUCATION,A,13750,6.92,0,0.41,N,2,3.091042453358316,10.425727781117374
MORTGAGE,1.0,PERSONAL,B,24000,10.99,0,0.25,N,3,3.258096538021482,11.461632170582678
RENT,0.0,HOMEIMPROVEMENT,F,13000,17.26,1,0.3,Y,3,3.1354942159291497,10.691944912900398
MORTGAGE,7.0,VENTURE,B,12000,11.99,0,0.13,N,3,3.1354942159291497,11.461632170582678
RENT,0.0,MEDICAL,C,13000,12.09,0,0.26,N,3,3.258096538021482,10.819778284410283
MORTGAGE,9.0,EDUCATION,D,25000,16.89,0,0.26,Y,2,3.258096538021482,11.461632170582678
RENT,1.0,MEDICAL,C,13000,13.47,1,0.28,Y,2,3.1780538303479458,10.736309715168556
MORTGAGE,2.0,DEBTCONSOLIDATION,D,28000,16.49,1,0.34,Y,3,3.1780538303479458,11.326595886778735
MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000,11.99,0,0.37,N,2,3.1780538303479458,11.461632170582678
RENT,3.0,PERSONAL,D,13000,15.31,0,0.25,Y,2,3.2188758248682006,10.858998997563564
MORTGAGE,5.0,VENTURE,B,18000,10.99,0,0.19,N,3,3.2188758248682006,11.461632170582678
MORTGAGE,0.0,EDUCATION,A,10400,5.42,0,0.11,N,4,3.091042453358316,11.461632170582678
RENT,6.0,VENTURE,A,13000,8.94,0,0.25,N,2,3.091042453358316,10.861457511401772
MORTGAGE,3.0,MEDICAL,A,9950,8.49,0,0.1,N,4,3.1354942159291497,11.461632170582678
MORTGAGE,4.0,MEDICAL,C,5750,10.995555082490686,0,0.06,Y,4,3.1780538303479458,11.461632170582678
RENT,3.0,HOMEIMPROVEMENT,A,13000,7.88,1,0.27,N,3,3.091042453358316,10.778956289890028
MORTGAGE,2.0,MEDICAL,B,5000,10.59,0,0.05,N,2,3.091042453358316,11.461632170582678
MORTGAGE,0.0,DEBTCONSOLIDATION,B,15000,11.49,0,0.16,N,3,3.2188758248682006,11.461632170582678
OWN,4.0,HOMEIMPROVEMENT,C,10000,15.23,0,0.11,Y,3,3.1780538303479458,11.461632170582678
RENT,3.0,HOMEIMPROVEMENT,E,13000,17.93,0,0.24,Y,2,3.258096538021482,10.896739325546411
MORTGAGE,0.0,MEDICAL,A,9000,8.49,0,0.09,N,2,3.091042453358316,11.461632170582678
RENT,9.0,HOMEIMPROVEMENT,A,13000,7.51,0,0.24,N,4,3.2188758248682006,10.915088464214607
MORTGAGE,6.0,EDUCATION,C,20000,14.17,0,0.21,Y,4,3.1354942159291497,11.461632170582678
OWN,4.0,PERSONAL,C,12000,13.06,0,0.36,Y,4,3.091042453358316,10.422281345951296
MORTGAGE,7.0,EDUCATION,B,24175,11.11,1,0.29,N,2,3.1354942159291497,11.326595886778735
MORTGAGE,1.0,VENTURE,B,15000,10.37,0,0.16,N,4,3.258096538021482,11.461632170582678
RENT,2.0,DEBTCONSOLIDATION,B,13000,11.83,0,0.23,N,4,3.1780538303479458,10.933106969717286
OWN,8.0,PERSONAL,C,4800,13.43,0,0.05,N,3,3.1780538303479458,11.461632170582678
OWN,4.0,VENTURE,A,4000,5.79,0,0.12,N,4,3.1354942159291497,10.422281345951296
MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,6.92,0,0.05,N,3,3.1354942159291497,11.461632170582678
MORTGAGE,9.0,VENTURE,D,17000,15.65,0,0.18,N,2,3.258096538021482,11.461632170582678
MORTGAGE,8.0,EDUCATION,B,6800,9.63,0,0.07,N,4,3.2188758248682006,11.461632170582678
RENT,6.0,VENTURE,B,13000,9.99,0,0.22,N,4,3.091042453358316,11.002099841204238
MORTGAGE,0.0,MEDICAL,B,12000,10.36,0,0.13,N,4,3.1780538303479458,11.461632170582678
MORTGAGE,0.0,MEDICAL,A,6875,6.54,0,0.07,N,2,3.091042453358316,11.461632170582678
RENT,0.0,DEBTCONSOLIDATION,A,13000,8.94,0,0.22,N,2,3.091042453358316,11.002099841204238
RENT,2.0,HOMEIMPROVEMENT,A,13000,6.91,0,0.21,N,2,3.2188758248682006,11.03488966402723
OWN,8.0,VENTURE,A,2500,6.39,0,0.07,N,3,3.1780538303479458,10.422281345951296
MORTGAGE,1.0,EDUCATION,C,7200,12.23,0,0.08,Y,4,3.091042453358316,11.461632170582678
OWN,5.0,MEDICAL,A,10000,7.88,0,0.3,N,2,3.044522437723423,10.422281345951296
MORTGAGE,10.0,EDUCATION,A,7275,6.91,0,0.08,N,4,3.258096538021482,11.461632170582678
OWN,8.0,EDUCATION,E,25000,16.32,0,0.26,N,3,3.1780538303479458,11.461632170582678
OWN,5.0,VENTURE,B,3000,11.83,0,0.09,N,4,3.044522437723423,10.422281345951296
RENT,6.0,EDUCATION,C,13000,13.49,0,0.2,Y,2,3.1780538303479458,11.082142548877775
MORTGAGE,2.0,VENTURE,A,4000,7.88,0,0.04,N,3,3.1354942159291497,11.461632170582678
RENT,3.0,EDUCATION,E,13000,10.995555082490686,0,0.2,Y,4,3.091042453358316,11.082142548877775
MORTGAGE,6.0,MEDICAL,A,12000,7.51,0,0.13,N,3,3.091042453358316,11.461632170582678
RENT,0.0,VENTURE,B,13000,10.995555082490686,0,0.2,N,2,3.1780538303479458,11.082204085445898
MORTGAGE,3.0,HOMEIMPROVEMENT,A,18000,7.88,0,0.19,N,2,3.1780538303479458,11.461632170582678
MORTGAGE,4.0,EDUCATION,A,6500,7.14,0,0.07,N,3,3.2188758248682006,11.461632170582678
RENT,3.0,MEDICAL,A,13000,7.66,1,0.22,N,4,3.1354942159291497,11.002099841204238
MORTGAGE,5.0,VENTURE,A,15000,10.995555082490686,0,0.16,N,2,3.044522437723423,11.461632170582678
RENT,1.0,VENTURE,C,13000,13.98,0,0.19,Y,3,3.1780538303479458,11.119882876860622
MORTGAGE,0.0,EDUCATION,D,20000,14.96,0,0.21,N,3,3.258096538021482,11.461632170582678
MORTGAGE,10.0,VENTURE,B,5000,9.88,0,0.05,N,2,3.258096538021482,11.461632170582678
MORTGAGE,8.0,VENTURE,D,16000,15.33,0,0.17,N,3,3.1780538303479458,11.461632170582678
MORTGAGE,7.0,EDUCATION,C,15000,12.73,0,0.16,Y,4,3.1354942159291497,11.461632170582678
MORTGAGE,2.0,VENTURE,B,20000,10.62,0,0.21,N,4,3.1780538303479458,11.461632170582678
MORTGAGE,2.0,EDUCATION,A,5000,7.88,0,0.05,N,3,3.1780538303479458,11.461632170582678
MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.13,N,4,3.091042453358316,11.461632170582678
OWN,2.0,EDUCATION,A,10900,7.74,0,0.11,N,4,3.1354942159291497,11.461632170582678
RENT,0.0,HOMEIMPROVEMENT,A,13000,7.9,0,0.19,N,3,3.1780538303479458,11.156250521031495
OWN,0.0,MEDICAL,A,1000,8.94,0,0.01,N,4,3.258096538021482,11.461632170582678
MORTGAGE,7.0,PERSONAL,F,25000,18.78,0,0.26,N,4,3.1354942159291497,11.461632170582678
RENT,2.0,DEBTCONSOLIDATION,B,13000,10.0,0,0.19,N,2,3.1780538303479458,11.156250521031495
OWN,5.0,EDUCATION,A,8000,10.995555082490686,0,0.08,N,2,3.258096538021482,11.461632170582678
MORTGAGE,7.0,EDUCATION,B,14400,11.83,0,0.15,N,3,3.1354942159291497,11.461632170582678
MORTGAGE,5.0,EDUCATION,B,20000,11.83,1,0.24,N,4,3.1354942159291497,11.326595886778735
MORTGAGE,5.0,DEBTCONSOLIDATION,D,5000,14.61,1,0.06,N,2,3.1354942159291497,11.326595886778735
RENT,3.0,HOMEIMPROVEMENT,B,13000,10.99,0,0.17,N,4,3.1780538303479458,11.225243392518447
MORTGAGE,5.0,PERSONAL,C,15000,12.84,1,0.18,Y,4,3.044522437723423,11.326595886778735
MORTGAGE,7.0,PERSONAL,A,6000,7.68,0,0.06,N,3,3.1354942159291497,11.461632170582678
MORTGAGE,0.0,VENTURE,A,4000,8.0,0,0.04,N,4,3.2188758248682006,11.461632170582678
RENT,6.0,DEBTCONSOLIDATION,A,13000,6.91,0,0.17,N,2,3.1354942159291497,11.225243392518447
OWN,5.0,VENTURE,B,12000,11.48,0,0.36,N,4,3.044522437723423,10.404535530538022
OWN,5.0,EDUCATION,A,5000,8.59,0,0.15,N,4,3.1354942159291497,10.404384045224234
RENT,4.0,DEBTCONSOLIDATION,B,13000,11.48,0,0.17,N,4,3.2188758248682006,11.225243392518447
RENT,3.0,MEDICAL,C,13000,10.995555082490686,0,0.17,Y,2,3.1354942159291497,11.238488619268468
MORTGAGE,3.0,PERSONAL,A,10000,9.07,0,0.11,N,3,3.091042453358316,11.461632170582678
MORTGAGE,4.0,PERSONAL,B,25000,10.08,0,0.26,N,4,3.1780538303479458,11.461632170582678
RENT,9.0,PERSONAL,B,13000,11.71,0,0.16,N,3,3.2188758248682006,11.328942528849607
RENT,3.0,MEDICAL,B,13000,11.83,0,0.15,N,3,3.1780538303479458,11.33857207782545
MORTGAGE,7.0,PERSONAL,A,5000,7.43,0,0.05,N,2,3.2188758248682006,11.461632170582678
OWN,9.0,EDUCATION,B,2800,9.91,0,0.03,N,3,3.2188758248682006,11.461674274959433
RENT,6.0,EDUCATION,B,13000,10.62,0,0.15,N,3,3.1354942159291497,11.362102575235644
MORTGAGE,2.0,DEBTCONSOLIDATION,D,10000,15.28,1,0.12,N,4,3.044522437723423,11.326644078388584
MORTGAGE,0.0,MEDICAL,C,18000,13.35,0,0.19,N,3,3.1780538303479458,11.461674274959433
RENT,6.0,DEBTCONSOLIDATION,A,13000,7.29,0,0.15,N,2,3.2188758248682006,11.37366339763672
MORTGAGE,10.0,HOMEIMPROVEMENT,B,24250,8.88,0,0.26,N,3,3.258096538021482,11.461674274959433
MORTGAGE,8.0,VENTURE,A,16000,5.79,0,0.17,N,4,3.1780538303479458,11.461674274959433
RENT,4.0,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2,3.1354942159291497,11.407564949312402
MORTGAGE,9.0,EDUCATION,A,18000,7.51,0,0.19,N,4,3.2188758248682006,11.461674274959433
MORTGAGE,4.0,VENTURE,A,10000,7.51,0,0.11,N,4,3.1354942159291497,11.461674274959433
OWN,6.0,EDUCATION,B,7200,10.95,0,0.08,N,4,3.091042453358316,11.461674274959433
RENT,0.0,PERSONAL,A,13000,8.94,0,0.14,N,4,3.1780538303479458,11.407564949312402
MORTGAGE,9.0,PERSONAL,C,18000,14.72,0,0.19,N,4,3.2188758248682006,11.462799909562678
MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,9.32,1,0.07,N,3,3.1780538303479458,11.330083772929386
OWN,4.0,VENTURE,A,4325,7.74,0,0.05,N,2,3.1354942159291497,11.46506836536064
MORTGAGE,0.0,PERSONAL,A,12000,5.42,0,0.13,N,2,3.044522437723423,11.465833857436378
MORTGAGE,8.0,PERSONAL,C,5000,12.68,0,0.05,N,3,3.258096538021482,11.465833857436378
RENT,4.0,MEDICAL,D,13000,14.42,1,0.1865136298421807,Y,2,3.258096538021482,11.151955596748616
RENT,4.0,DEBTCONSOLIDATION,A,13000,8.9,0,0.12,N,2,3.1780538303479458,11.608235644774552
RENT,9.0,EDUCATION,A,13000,7.9,0,0.12,N,3,3.258096538021482,11.611865412825132
MORTGAGE,8.0,VENTURE,B,6000,10.99,0,0.06,N,4,3.1780538303479458,11.468032696079492
MORTGAGE,7.0,EDUCATION,D,13500,14.96,0,0.14,Y,4,3.1354942159291497,11.468137282180095
RENT,6.0,MEDICAL,B,13000,12.69,1,0.1442841287458379,N,4,3.1780538303479458,11.40867544359643
OWN,7.0,VENTURE,A,14000,10.995555082490686,0,0.42,N,2,3.1780538303479458,10.404262840448617
RENT,7.0,PERSONAL,B,13000,11.71,0,0.11,N,4,3.1354942159291497,11.695247021764184
RENT,3.0,HOMEIMPROVEMENT,D,13000,15.99,1,0.12,Y,3,3.258096538021482,11.589886506106357
MORTGAGE,8.0,DEBTCONSOLIDATION,D,16000,16.07,1,0.19,Y,4,3.1780538303479458,11.337428567123371
MORTGAGE,6.0,HOMEIMPROVEMENT,C,21000,14.65,0,0.22,N,3,3.2188758248682006,11.472103470449973
MORTGAGE,8.0,HOMEIMPROVEMENT,A,35000,7.9,0,0.36,N,4,3.1780538303479458,11.472103470449973
MORTGAGE,4.0,VENTURE,B,10925,12.69,0,0.11,N,4,3.2188758248682006,11.472103470449973
MORTGAGE,4.0,MEDICAL,C,21600,15.27,1,0.3025210084033613,Y,2,3.091042453358316,11.176053148327675
MORTGAGE,0.0,EDUCATION,A,3000,7.9,0,0.03,N,3,3.091042453358316,11.472103470449973
MORTGAGE,4.0,EDUCATION,B,5500,12.69,0,0.06,N,3,3.091042453358316,11.472103470449973
MORTGAGE,9.0,PERSONAL,D,35000,18.25,0,0.36,Y,2,3.2188758248682006,11.472103470449973
MORTGAGE,6.0,EDUCATION,C,6000,13.49,0,0.06,N,3,3.091042453358316,11.472103470449973
MORTGAGE,4.0,PERSONAL,A,9000,6.62,0,0.09,N,4,3.1354942159291497,11.472103470449973
MORTGAGE,9.0,MEDICAL,A,14000,6.03,0,0.15,N,3,3.2188758248682006,11.472103470449973
MORTGAGE,5.0,PERSONAL,A,1500,6.62,0,0.02,N,3,3.1354942159291497,11.472103470449973
MORTGAGE,10.0,HOMEIMPROVEMENT,E,24000,19.42,0,0.25,N,4,3.258096538021482,11.472103470449973
RENT,5.0,MEDICAL,B,13600,9.99,0,0.24,N,2,3.2188758248682006,10.965435856832647
MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.05,N,4,3.1780538303479458,11.472103470449973
MORTGAGE,5.0,DEBTCONSOLIDATION,A,35000,7.49,0,0.36,N,3,3.2188758248682006,11.472103470449973
RENT,2.0,DEBTCONSOLIDATION,B,13600,10.0,0,0.2,N,3,3.2188758248682006,11.127262984158243
RENT,5.0,PERSONAL,A,13600,7.29,0,0.19,N,4,3.091042453358316,11.156250521031495
MORTGAGE,1.0,HOMEIMPROVEMENT,B,4800,11.99,0,0.05,N,3,3.1780538303479458,11.472103470449973
MORTGAGE,3.0,PERSONAL,A,10000,5.42,0,0.1,N,3,3.258096538021482,11.472103470449973
RENT,6.0,PERSONAL,B,13600,12.21,0,0.19,N,4,3.091042453358316,11.156250521031495
RENT,9.0,PERSONAL,B,13600,11.99,0,0.19,N,2,3.2188758248682006,11.198214720130528
RENT,3.0,PERSONAL,B,13600,9.88,0,0.17,N,3,3.1354942159291497,11.272444994002742
MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.125,N,4,3.1354942159291497,11.472103470449973
MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,5.99,0,0.11,N,2,3.1780538303479458,11.472103470449973
RENT,5.0,PERSONAL,A,13600,6.03,0,0.16,N,3,3.1354942159291497,11.350406535472453
MORTGAGE,6.0,VENTURE,A,12000,5.42,0,0.125,N,4,3.1780538303479458,11.472103470449973
OWN,7.0,VENTURE,B,8000,10.38,0,0.24,N,2,3.2188758248682006,10.404262840448617
MORTGAGE,8.0,VENTURE,A,4200,5.99,0,0.04,N,3,3.1780538303479458,11.472103470449973
RENT,4.0,MEDICAL,B,13625,10.995555082490686,0,0.21,N,3,3.258096538021482,11.080602902692181
MORTGAGE,7.0,EDUCATION,A,4000,5.42,0,0.04,N,2,3.1354942159291497,11.472103470449973
MORTGAGE,1.0,EDUCATION,A,10000,7.49,0,0.1,N,3,3.1354942159291497,11.472103470449973
MORTGAGE,6.0,EDUCATION,A,9000,7.49,0,0.09,N,4,3.091042453358316,11.472103470449973
RENT,0.0,DEBTCONSOLIDATION,E,13650,16.35,1,0.41,N,4,3.2188758248682006,10.404262840448617
OWN,2.0,EDUCATION,C,11000,13.11,0,0.33,Y,3,3.044522437723423,10.404262840448617
MORTGAGE,2.0,VENTURE,B,4200,10.995555082490686,0,0.04,N,4,3.1780538303479458,11.472103470449973
OWN,4.0,EDUCATION,D,5000,14.61,0,0.15,Y,3,3.044522437723423,10.404262840448617
MORTGAGE,9.0,DEBTCONSOLIDATION,D,5000,16.02,1,0.06,N,3,3.2188758248682006,11.33857207782545
MORTGAGE,6.0,MEDICAL,B,20000,11.11,0,0.21,N,4,3.258096538021482,11.472103470449973
MORTGAGE,2.0,PERSONAL,A,7000,5.79,0,0.07,N,3,3.1354942159291497,11.472103470449973
MORTGAGE,4.0,VENTURE,B,11625,10.0,0,0.12,N,3,3.258096538021482,11.472103470449973
MORTGAGE,10.0,VENTURE,A,8000,7.29,0,0.08,N,4,3.258096538021482,11.472103470449973
MORTGAGE,6.0,VENTURE,C,25000,13.8,0,0.26,N,4,3.091042453358316,11.472103470449973
MORTGAGE,0.0,VENTURE,B,20000,11.11,0,0.21,N,2,3.1354942159291497,11.472103470449973
OWN,5.0,VENTURE,B,3600,11.58,0,0.11,N,4,3.1354942159291497,10.404262840448617
RENT,3.0,MEDICAL,E,13650,18.79,1,0.3,N,2,3.2188758248682006,10.714417768752456
MORTGAGE,9.0,DEBTCONSOLIDATION,B,18250,11.11,0,0.19,N,4,3.2188758248682006,11.472103470449973
MORTGAGE,9.0,MEDICAL,D,25000,14.09,1,0.3501400560224089,N,2,3.2188758248682006,11.176053148327675
