person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income
MORTGAGE,3.0,VENTURE,C,1600,13.49,1,0.06,N,8,10.257659366256744
RENT,1.0,HOMEIMPROVEMENT,B,1600,9.88,1,0.09,N,5,9.798127036878302
MORTGAGE,6.0,VENTURE,A,2600,7.74,0,0.09,N,7,10.257659366256744
MORTGAGE,9.0,EDUCATION,A,4000,7.74,0,0.14,N,7,10.257659366256744
MORTGAGE,7.0,PERSONAL,A,2400,6.39,0,0.08,N,8,10.25976241645352
RENT,3.0,MEDICAL,B,1700,11.12,0,0.09,N,10,9.798127036878302
RENT,2.0,PERSONAL,C,1700,15.23,0,0.05,Y,9,10.404262840448617
OWN,5.0,EDUCATION,C,4650,13.22,0,0.16,Y,5,10.263676315774656
RENT,1.0,MEDICAL,C,1700,10.995555082490686,0,0.04,N,9,10.596634733096073
RENT,6.0,DEBTCONSOLIDATION,A,1700,8.49,0,0.03,N,8,10.878801624859744
RENT,4.0,MEDICAL,A,1750,6.76,0,0.13,N,10,9.472396896788991
RENT,4.0,MEDICAL,C,1800,14.35,0,0.15,Y,5,9.392661928770137
MORTGAGE,6.0,PERSONAL,C,6250,10.995555082490686,0,0.22,N,9,10.268130666124035
RENT,0.0,MEDICAL,B,1800,11.49,0,0.12,N,7,9.615805480084347
RENT,3.0,VENTURE,D,1800,17.54,0,0.12,Y,9,9.615805480084347
MORTGAGE,2.0,HOMEIMPROVEMENT,B,2000,10.59,0,0.07,N,7,10.268130666124035
RENT,1.0,VENTURE,C,1800,12.99,0,0.08,N,8,9.969275293074132
RENT,1.0,MEDICAL,C,1800,13.06,0,0.08,N,7,10.07601126684997
RENT,2.0,MEDICAL,A,1800,8.59,0,0.075,N,6,10.085809109330082
RENT,2.0,VENTURE,A,1800,6.76,0,0.07,N,10,10.134599273499514
MORTGAGE,7.0,VENTURE,C,7500,13.43,0,0.26,Y,7,10.268130666124035
RENT,2.0,MEDICAL,B,1800,11.58,0,0.04,N,9,10.736309715168556
RENT,14.0,MEDICAL,B,1800,11.71,0,0.04,N,5,10.799575577092764
RENT,12.0,HOMEIMPROVEMENT,C,1800,10.995555082490686,0,0.03,Y,7,10.888259024780478
RENT,11.0,DEBTCONSOLIDATION,B,1800,11.46,0,0.03,N,8,11.002099841204238
RENT,5.0,PERSONAL,B,1800,10.75,0,0.02,N,7,11.289781913656018
RENT,7.0,PERSONAL,B,1800,12.42,0,0.02,N,10,11.669929213779891
RENT,5.0,MEDICAL,C,1800,12.99,0,0.01,N,6,11.884489021402713
RENT,1.0,PERSONAL,C,1800,13.48,0,0.0,N,6,13.142166004700508
RENT,4.0,MEDICAL,B,1850,10.995555082490686,0,0.1,N,8,9.830916859701292
RENT,0.0,VENTURE,B,1850,11.99,0,0.04,N,5,10.645424897265505
RENT,4.0,EDUCATION,A,1875,8.49,1,0.12,N,7,9.62931383010914
RENT,4.0,MEDICAL,A,1900,5.79,0,0.06,N,10,10.348173373797572
RENT,14.0,PERSONAL,A,1900,5.79,0,0.04,N,7,10.714417768752456
RENT,5.0,MEDICAL,C,1925,12.29,0,0.03,Y,9,11.002099841204238
RENT,6.0,VENTURE,C,1925,14.35,1,0.03,Y,10,11.184421397998191
RENT,4.0,VENTURE,C,2000,14.72,1,0.19,Y,5,9.287301413112312
RENT,1.0,PERSONAL,E,2000,17.19,1,0.15,N,6,9.472396896788991
MORTGAGE,6.0,PERSONAL,D,5000,15.99,0,0.17,N,7,10.275051108968611
OWN,1.0,VENTURE,C,6250,12.87,0,0.22,Y,9,10.275051108968611
MORTGAGE,3.0,EDUCATION,B,3500,12.53,0,0.12,N,5,10.275051108968611
RENT,1.0,PERSONAL,A,2000,5.99,1,0.1,N,7,9.862665558015872
MORTGAGE,5.0,PERSONAL,C,1500,12.29,0,0.05,N,6,10.275051108968611
RENT,4.0,HOMEIMPROVEMENT,F,2000,18.3,1,0.1,N,9,9.903487552536127
RENT,2.0,MEDICAL,C,2000,13.49,0,0.1,N,8,9.923290179832309
RENT,4.0,HOMEIMPROVEMENT,A,2000,7.9,1,0.1,N,9,9.923290179832309
RENT,3.0,PERSONAL,B,2000,12.53,0,0.1,N,6,9.923290179832309
RENT,0.0,DEBTCONSOLIDATION,C,2000,13.48,0,0.1,Y,6,9.948843254256923
OWN,6.0,HOMEIMPROVEMENT,C,6250,10.995555082490686,0,0.22,N,8,10.275189030491484
RENT,4.0,MEDICAL,C,2000,14.22,0,0.09,Y,9,9.963641475355876
OWN,1.0,VENTURE,A,7000,6.99,0,0.24,N,5,10.278905739291996
RENT,0.0,MEDICAL,A,2000,8.49,0,0.09,N,10,10.034515814942532
OWN,0.0,VENTURE,A,4000,10.995555082490686,0,0.14,N,7,10.279180502310622
RENT,0.0,EDUCATION,C,2000,14.35,0,0.08,Y,7,10.085809109330082
MORTGAGE,2.0,VENTURE,A,8000,7.51,0,0.27,N,7,10.280553186122594
RENT,5.0,EDUCATION,C,2000,13.61,0,0.08,Y,5,10.110501721920452
RENT,9.0,VENTURE,C,2000,13.11,0,0.08,Y,6,10.126631103850338
RENT,3.0,HOMEIMPROVEMENT,C,2000,13.16,1,0.08,Y,8,10.126631103850338
MORTGAGE,4.0,DEBTCONSOLIDATION,B,7000,10.0,1,0.24,N,9,10.292145542327912
MORTGAGE,6.0,PERSONAL,C,6000,13.23,0,0.2,Y,10,10.294447974441413
RENT,2.0,MEDICAL,A,2000,6.54,0,0.08,N,10,10.181119289134408
RENT,1.0,MEDICAL,C,2000,13.61,0,0.08,N,10,10.181119289134408
RENT,4.0,MEDICAL,A,2000,7.88,0,0.07,N,6,10.203592144986466
MORTGAGE,0.0,MEDICAL,A,10000,9.63,0,0.34,N,10,10.300920488947028
MORTGAGE,15.0,HOMEIMPROVEMENT,A,13900,8.94,0,0.47,N,8,10.301122081529105
RENT,9.0,MEDICAL,B,2000,11.48,0,0.07,N,10,10.268130666124035
RENT,12.0,EDUCATION,A,2000,5.42,0,0.07,N,5,10.308952660644293
RENT,11.0,MEDICAL,A,2000,7.29,0,0.07,N,5,10.308952660644293
RENT,1.0,VENTURE,B,15000,11.99,0,0.16,N,5,11.437123751553946
RENT,1.0,PERSONAL,D,15000,14.42,1,0.19,N,6,11.302204433654577
OWN,2.0,EDUCATION,B,10000,9.91,0,0.33,N,8,10.308952660644293
MORTGAGE,5.0,VENTURE,A,15000,10.995555082490686,0,0.5,N,9,10.308952660644293
RENT,8.0,MEDICAL,C,15000,13.47,1,0.212606125891174,Y,10,11.164119479410193
RENT,2.0,VENTURE,E,15000,16.7,1,0.18,N,9,11.33857207782545
OWN,8.0,MEDICAL,A,5000,7.51,0,0.17,N,9,10.308952660644293
RENT,1.0,MEDICAL,B,15000,9.88,0,0.15,N,9,11.512925464970229
RENT,0.0,VENTURE,B,15000,11.58,0,0.15,N,10,11.512925464970229
RENT,3.0,HOMEIMPROVEMENT,C,15000,12.04,0,0.15,N,10,11.512925464970229
RENT,12.0,DEBTCONSOLIDATION,B,15000,11.46,0,0.15,N,7,11.532728092266408
RENT,4.0,HOMEIMPROVEMENT,D,15000,16.77,0,0.14,N,5,11.555707138065504
RENT,9.0,HOMEIMPROVEMENT,B,15000,10.59,0,0.14,N,8,11.56171562913966
RENT,5.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.14,N,6,11.571194373094205
RENT,0.0,DEBTCONSOLIDATION,A,15000,10.995555082490686,0,0.14,N,6,11.578713205508231
RENT,8.0,PERSONAL,B,15000,10.0,0,0.14,N,9,11.589886506106357
MORTGAGE,6.0,EDUCATION,B,10000,9.91,0,0.33,N,10,10.308952660644293
MORTGAGE,4.0,VENTURE,A,6000,6.03,0,0.2,N,8,10.308952660644293
MORTGAGE,4.0,EDUCATION,B,1200,10.995555082490686,0,0.04,N,8,10.308952660644293
RENT,6.0,PERSONAL,C,15000,12.68,0,0.14,Y,10,11.608235644774552
RENT,0.0,MEDICAL,B,15000,11.11,0,0.14,N,8,11.608235644774552
MORTGAGE,13.0,PERSONAL,A,6625,6.62,0,0.22,N,6,10.308952660644293
RENT,3.0,EDUCATION,D,15000,14.42,0,0.14,Y,9,11.608235644774552
MORTGAGE,1.0,DEBTCONSOLIDATION,C,4000,10.995555082490686,0,0.13,Y,7,10.308952660644293
RENT,0.0,EDUCATION,D,15000,17.58,1,0.15,N,8,11.522875795823396
RENT,8.0,PERSONAL,A,15000,9.63,0,0.13,N,8,11.669929213779891
RENT,3.0,EDUCATION,A,15000,6.91,0,0.125,N,7,11.695247021764184
RENT,14.0,MEDICAL,A,15000,6.17,0,0.125,N,8,11.695247021764184
RENT,3.0,DEBTCONSOLIDATION,A,15000,9.63,0,0.125,N,6,11.695247021764184
RENT,5.0,VENTURE,E,15000,15.68,0,0.125,N,7,11.695247021764184
MORTGAGE,2.0,PERSONAL,A,2000,7.9,0,0.07,N,10,10.308952660644293
RENT,3.0,PERSONAL,C,15000,12.73,0,0.12,N,5,11.711776323715394
MORTGAGE,4.0,MEDICAL,A,4750,7.9,0,0.16,N,7,10.308952660644293
RENT,0.0,MEDICAL,A,15000,10.995555082490686,0,0.12,N,7,11.77528972943772
RENT,2.0,HOMEIMPROVEMENT,B,15000,11.12,0,0.11,N,5,11.790557201568507
RENT,0.0,EDUCATION,A,15000,9.63,1,0.12,N,9,11.759785542901756
RENT,0.0,DEBTCONSOLIDATION,B,15000,11.26,0,0.11,N,5,11.84939770159144
RENT,5.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.1,N,6,11.870599909242044
MORTGAGE,11.0,MEDICAL,B,11000,10.65,0,0.37,N,10,10.308952660644293
RENT,1.0,EDUCATION,A,15000,8.94,0,0.1,N,5,11.898187865760873
RENT,9.0,PERSONAL,E,15000,16.32,0,0.1,N,9,11.918390573078392
RENT,1.0,HOMEIMPROVEMENT,B,15000,10.995555082490686,0,0.1,N,10,11.918390573078392
RENT,3.0,VENTURE,C,15000,13.92,0,0.09,Y,9,12.013700752882718
RENT,3.0,DEBTCONSOLIDATION,B,15000,11.26,0,0.09,N,8,12.072541252905651
RENT,2.0,DEBTCONSOLIDATION,B,15000,10.37,0,0.075,N,5,12.206072645530174
RENT,5.0,HOMEIMPROVEMENT,B,15000,11.36,0,0.075,N,8,12.206072645530174
RENT,2.0,VENTURE,C,15000,11.72,0,0.075,Y,10,12.206072645530174
RENT,0.0,HOMEIMPROVEMENT,A,15000,5.99,0,0.07,N,5,12.345834587905332
MORTGAGE,1.0,MEDICAL,A,5000,10.995555082490686,0,0.17,N,9,10.308952660644293
RENT,2.0,HOMEIMPROVEMENT,B,14975,12.53,1,0.5,N,10,10.308952660644293
MORTGAGE,3.0,EDUCATION,A,5100,7.9,0,0.17,N,8,10.308952660644293
RENT,1.0,MEDICAL,B,14800,10.83,0,0.3,N,5,10.819778284410283
RENT,2.0,EDUCATION,B,14800,9.99,0,0.22,N,9,11.127262984158245
RENT,4.0,DEBTCONSOLIDATION,B,14750,10.995555082490686,1,0.35,N,7,10.645424897265505
MORTGAGE,6.0,VENTURE,A,10000,7.51,0,0.33,N,9,10.308952660644293
MORTGAGE,4.0,DEBTCONSOLIDATION,A,4300,7.9,0,0.14,N,5,10.308952660644293
RENT,11.0,MEDICAL,A,14700,5.99,1,0.4,N,9,10.51867319162636
RENT,2.0,EDUCATION,B,2000,11.49,0,0.07,N,8,10.308952660644293
RENT,0.0,DEBTCONSOLIDATION,B,2000,10.75,0,0.07,N,7,10.308952660644293
RENT,7.0,PERSONAL,B,2000,12.42,0,0.07,N,6,10.316424675482994
MORTGAGE,2.0,EDUCATION,A,3300,5.99,0,0.11,N,6,10.308952660644293
RENT,1.0,DEBTCONSOLIDATION,A,2000,5.79,0,0.06,N,5,10.404262840448617
RENT,2.0,VENTURE,B,2000,10.995555082490686,0,0.06,N,8,10.404262840448617
RENT,3.0,MEDICAL,B,2000,10.37,0,0.05,N,7,10.596634733096073
RENT,9.0,DEBTCONSOLIDATION,B,2000,10.75,0,0.05,N,6,10.596634733096073
RENT,1.0,HOMEIMPROVEMENT,A,2000,7.74,0,0.04,N,6,10.839580911706465
RENT,12.0,DEBTCONSOLIDATION,B,2000,9.99,0,0.04,N,5,10.851276951469654
RENT,2.0,DEBTCONSOLIDATION,C,2000,13.72,0,0.04,Y,6,10.85892207152791
RENT,1.0,HOMEIMPROVEMENT,B,2000,10.01,0,0.04,N,7,10.896739325546411
RENT,15.0,PERSONAL,A,2000,5.42,1,0.04,N,8,10.819778284410283
RENT,2.0,MEDICAL,D,2000,16.89,1,0.04,N,7,10.819778284410283
MORTGAGE,0.0,VENTURE,A,9000,5.42,0,0.3,N,9,10.308952660644293
RENT,2.0,DEBTCONSOLIDATION,B,2000,10.995555082490686,0,0.03,N,5,10.959540226785442
RENT,11.0,DEBTCONSOLIDATION,C,2000,13.48,0,0.03,Y,7,10.985292722887856
RENT,2.0,HOMEIMPROVEMENT,B,2000,9.91,0,0.03,N,9,11.002099841204238
RENT,3.0,EDUCATION,B,2000,10.995555082490686,0,0.03,N,6,11.002099841204238
MORTGAGE,4.0,VENTURE,A,5000,10.995555082490686,0,0.17,N,7,10.308952660644293
RENT,1.0,MEDICAL,D,2000,14.42,1,0.04,N,7,10.896739325546411
MORTGAGE,3.0,EDUCATION,B,4000,10.995555082490686,0,0.13,N,6,10.308952660644293
MORTGAGE,1.0,VENTURE,A,10000,6.99,0,0.33,N,5,10.308952660644293
RENT,4.0,DEBTCONSOLIDATION,A,2000,10.995555082490686,0,0.03,N,9,11.134589024250316
RENT,3.0,MEDICAL,A,2000,6.17,0,0.03,N,10,11.139002627621943
MORTGAGE,16.0,EDUCATION,A,7000,6.99,0,0.23,N,6,10.308952660644293
RENT,1.0,MEDICAL,A,2000,6.99,0,0.03,N,5,11.141861783579396
RENT,0.0,EDUCATION,B,2000,10.65,0,0.03,N,9,11.15619337654164
MORTGAGE,3.0,DEBTCONSOLIDATION,A,2975,5.99,0,0.1,N,5,10.308952660644293
RENT,2.0,EDUCATION,C,2000,13.72,0,0.03,N,7,11.156250521031495
MORTGAGE,3.0,PERSONAL,A,9450,8.49,0,0.32,N,8,10.308952660644293
RENT,13.0,DEBTCONSOLIDATION,D,2000,14.59,1,0.03,Y,8,11.184421397998191
RENT,7.0,VENTURE,C,2000,12.99,0,0.025,Y,9,11.289781913656018
MORTGAGE,5.0,MEDICAL,D,4000,15.62,1,0.13,Y,7,10.308952660644293
RENT,2.0,PERSONAL,B,2000,10.36,0,0.025,N,7,11.289781913656018
RENT,12.0,PERSONAL,B,2000,9.76,0,0.02,N,10,11.28983191240606
RENT,0.0,DEBTCONSOLIDATION,C,2000,14.22,0,0.02,Y,9,11.350406535472452
RENT,0.0,PERSONAL,A,2000,5.99,0,0.02,N,5,11.362102575235644
RENT,2.0,HOMEIMPROVEMENT,B,2000,8.88,0,0.02,N,7,11.536641991587544
RENT,0.0,PERSONAL,D,2000,16.89,1,0.02,N,8,11.6784399034478
OWN,0.0,MEDICAL,A,6000,7.29,0,0.2,N,9,10.308952660644293
RENT,4.0,EDUCATION,B,2000,11.36,0,0.02,N,9,11.793915193560885
MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,13.43,1,0.33,N,7,10.308952660644293
RENT,1.0,HOMEIMPROVEMENT,B,2050,8.88,1,0.07,N,7,10.308952660644293
RENT,13.0,PERSONAL,C,2075,15.23,0,0.03,N,7,11.002099841204238
OWN,1.0,VENTURE,C,5000,12.68,0,0.17,Y,10,10.308952660644293
RENT,4.0,MEDICAL,A,2100,6.76,1,0.19,N,6,9.33184978937338
RENT,0.0,PERSONAL,D,2100,12.49,1,0.17,Y,7,9.433483923290392
RENT,0.0,VENTURE,D,2100,15.21,1,0.15,Y,10,9.574983485564092
RENT,2.0,MEDICAL,A,2100,7.88,0,0.1,N,8,9.95227771670556
RENT,2.0,PERSONAL,B,2100,10.995555082490686,0,0.07,N,6,10.361924545410398
RENT,0.0,MEDICAL,B,2100,12.21,0,0.06,N,9,10.419300717813158
MORTGAGE,3.0,VENTURE,A,6000,5.79,0,0.2,N,8,10.308952660644293
RENT,3.0,DEBTCONSOLIDATION,B,2100,10.995555082490686,0,0.05,N,6,10.571316925111784
RENT,6.0,MEDICAL,C,2100,10.995555082490686,0,0.04,Y,7,10.85892207152791
MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.1,N,5,10.308952660644293
MORTGAGE,17.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.33,N,6,10.308952660644293
RENT,6.0,VENTURE,C,2125,15.27,0,0.06,N,6,10.46310334047155
RENT,0.0,MEDICAL,B,2150,10.37,0,0.11,N,6,9.903487552536127
RENT,1.0,MEDICAL,C,2150,14.72,0,0.09,N,7,10.085809109330082
RENT,3.0,PERSONAL,A,14000,8.9,1,0.47,N,7,10.308952660644293
RENT,0.0,PERSONAL,A,14000,7.88,1,0.46,N,5,10.327054496008277
RENT,4.0,VENTURE,A,14000,7.29,1,0.42,N,10,10.41030515490458
RENT,9.0,EDUCATION,C,14000,10.995555082490686,1,0.42,Y,5,10.422281345951296
RENT,0.0,PERSONAL,C,14000,14.27,1,0.4,Y,8,10.46310334047155
RENT,8.0,HOMEIMPROVEMENT,B,14000,11.99,1,0.48,N,9,10.275051108968611
RENT,5.0,DEBTCONSOLIDATION,A,14000,7.51,1,0.39,N,6,10.491274217438248
RENT,5.0,DEBTCONSOLIDATION,A,14000,7.88,1,0.38,N,8,10.51867319162636
RENT,2.0,MEDICAL,C,14000,12.73,1,0.35,N,8,10.596634733096073
RENT,4.0,MEDICAL,G,14000,19.82,1,0.41,N,10,10.4341158035983
RENT,2.0,PERSONAL,B,14000,11.89,1,0.35,N,5,10.596634733096073
RENT,4.0,VENTURE,A,14000,8.49,1,0.35,N,10,10.606684068949075
OWN,1.0,HOMEIMPROVEMENT,C,7500,12.98,0,0.25,N,8,10.308952660644293
RENT,4.0,DEBTCONSOLIDATION,A,2200,5.99,0,0.15,N,10,9.574983485564092
RENT,4.0,PERSONAL,C,2200,13.48,1,0.15,N,10,9.615805480084347
MORTGAGE,5.0,VENTURE,A,14000,7.51,0,0.47,N,8,10.308952660644293
RENT,8.0,HOMEIMPROVEMENT,A,2200,9.32,1,0.13,N,5,9.74120388947868
MORTGAGE,4.0,EDUCATION,A,3000,6.76,0,0.1,N,9,10.308952660644293
RENT,4.0,MEDICAL,A,2200,7.49,0,0.07,N,10,10.308952660644293
RENT,3.0,EDUCATION,C,2200,13.06,0,0.06,Y,10,10.55581273857582
RENT,2.0,MEDICAL,B,2200,10.995555082490686,0,0.06,N,10,10.596634733096073
RENT,2.0,DEBTCONSOLIDATION,A,2200,9.63,0,0.05,N,8,10.645424897265505
RENT,0.0,MEDICAL,D,2200,10.995555082490686,1,0.06,Y,8,10.584055950889214
RENT,5.0,MEDICAL,D,2200,15.65,1,0.05,N,5,10.692035817859326
RENT,13.0,MEDICAL,B,2200,10.99,0,0.04,N,8,10.866967167212742
RENT,8.0,HOMEIMPROVEMENT,B,2200,10.74,0,0.03,N,8,11.156250521031495
OWN,14.0,PERSONAL,A,5000,7.14,0,0.17,N,7,10.308952660644293
RENT,5.0,DEBTCONSOLIDATION,B,2200,9.99,0,0.03,N,6,11.289781913656018
MORTGAGE,3.0,MEDICAL,C,6000,13.98,0,0.2,Y,8,10.308952660644293
RENT,0.0,DEBTCONSOLIDATION,A,2200,7.51,0,0.02,N,5,11.695247021764184
RENT,1.0,HOMEIMPROVEMENT,D,2250,18.25,1,0.14,N,6,9.655026193237628
MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,7.51,0,0.17,N,8,10.308952660644293
RENT,0.0,MEDICAL,A,2250,8.49,0,0.125,N,9,9.798127036878302
RENT,0.0,VENTURE,B,2250,8.88,0,0.05,N,8,10.645424897265505
RENT,5.0,DEBTCONSOLIDATION,B,2250,10.995555082490686,0,0.05,N,7,10.778956289890028
RENT,7.0,MEDICAL,A,2250,6.99,1,0.05,N,8,10.645424897265505
MORTGAGE,8.0,VENTURE,A,12000,7.14,0,0.4,N,5,10.308952660644293
RENT,12.0,EDUCATION,D,2300,13.17,0,0.06,N,7,10.522772884497618
RENT,1.0,MEDICAL,A,2300,8.59,0,0.06,N,8,10.571316925111784
RENT,4.0,DEBTCONSOLIDATION,C,2300,13.43,1,0.04,Y,6,11.03488966402723
RENT,3.0,MEDICAL,B,2375,11.83,0,0.04,N,7,11.002099841204238
RENT,0.0,VENTURE,B,2375,9.25,0,0.03,N,9,11.170491492464697
MORTGAGE,6.0,MEDICAL,B,4650,10.995555082490686,0,0.155,N,8,10.308952660644293
RENT,2.0,EDUCATION,B,2400,11.71,1,0.2,N,10,9.392661928770137
RENT,0.0,PERSONAL,C,2400,12.68,1,0.2,Y,8,9.392661928770137
RENT,15.0,PERSONAL,C,2400,10.995555082490686,1,0.2,Y,10,9.413444467952663
RENT,2.0,MEDICAL,B,2400,10.65,0,0.13,N,6,9.798127036878302
RENT,4.0,EDUCATION,B,2400,11.49,0,0.13,N,10,9.798127036878302
RENT,4.0,MEDICAL,C,2400,14.79,0,0.13,N,10,9.798127036878302
MORTGAGE,0.0,VENTURE,C,6600,13.85,0,0.22,N,8,10.308952660644293
MORTGAGE,2.0,DEBTCONSOLIDATION,B,1600,10.25,0,0.05,N,9,10.308952660644293
RENT,1.0,VENTURE,B,2400,10.25,0,0.11,N,9,9.969275293074132
RENT,3.0,HOMEIMPROVEMENT,A,2400,8.49,1,0.11,N,8,10.034515814942532
MORTGAGE,1.0,EDUCATION,B,12250,11.36,0,0.41,N,8,10.308952660644293
MORTGAGE,3.0,VENTURE,A,5000,10.995555082490686,0,0.17,N,10,10.308952660644293
RENT,0.0,PERSONAL,B,2400,10.36,0,0.1,N,6,10.065606402012564
RENT,3.0,PERSONAL,C,2400,13.11,0,0.1,Y,5,10.085809109330082
MORTGAGE,2.0,EDUCATION,D,6000,15.31,0,0.2,Y,8,10.308952660644293
RENT,2.0,VENTURE,B,2400,9.91,0,0.08,N,5,10.308952660644293
MORTGAGE,2.0,MEDICAL,A,6500,8.59,0,0.22,N,10,10.308952660644293
RENT,5.0,PERSONAL,B,2400,9.25,0,0.08,N,6,10.308952660644293
OWN,4.0,VENTURE,B,5000,10.995555082490686,0,0.17,N,5,10.308952660644293
RENT,0.0,DEBTCONSOLIDATION,C,2400,13.47,0,0.08,Y,5,10.341355311751792
RENT,6.0,PERSONAL,B,2400,11.49,0,0.08,N,6,10.341742483467284
RENT,7.0,MEDICAL,D,2400,16.49,0,0.08,Y,6,10.348173373797572
RENT,5.0,VENTURE,B,2400,11.99,0,0.07,N,9,10.4341158035983
RENT,2.0,MEDICAL,B,2400,12.21,0,0.07,N,5,10.4341158035983
RENT,2.0,VENTURE,B,2400,10.995555082490686,0,0.07,N,9,10.46310334047155
RENT,13.0,MEDICAL,E,2400,17.93,1,0.08,Y,7,10.275189030491484
OWN,4.0,MEDICAL,D,3000,15.65,0,0.1,Y,6,10.308952660644293
RENT,4.0,MEDICAL,D,2400,17.49,1,0.08,Y,10,10.308952660644293
RENT,0.0,DEBTCONSOLIDATION,D,2400,15.99,1,0.08,Y,9,10.311250019692975
RENT,10.0,PERSONAL,A,2400,7.66,0,0.06,N,5,10.532096211958502
RENT,6.0,MEDICAL,B,2400,10.65,0,0.06,N,6,10.55581273857582
RENT,1.0,DEBTCONSOLIDATION,B,2400,10.99,0,0.06,N,7,10.571316925111784
RENT,5.0,DEBTCONSOLIDATION,B,2400,11.71,0,0.06,N,10,10.59162219127253
RENT,4.0,MEDICAL,B,2400,10.995555082490686,0,0.06,N,9,10.59653472809574
RENT,6.0,MEDICAL,A,2400,8.49,0,0.06,N,10,10.596634733096073
RENT,0.0,MEDICAL,D,2400,15.57,1,0.07,Y,5,10.4341158035983
RENT,1.0,DEBTCONSOLIDATION,A,2400,9.32,0,0.06,N,7,10.596634733096073
RENT,4.0,DEBTCONSOLIDATION,A,2400,7.29,1,0.07,N,9,10.46310334047155
MORTGAGE,2.0,MEDICAL,A,10500,8.94,0,0.35,N,8,10.308952660644293
MORTGAGE,4.0,EDUCATION,A,7300,9.32,0,0.24,N,9,10.308952660644293
MORTGAGE,2.0,HOMEIMPROVEMENT,C,8000,12.84,0,0.27,N,8,10.308952660644293
RENT,3.0,PERSONAL,B,2400,9.62,0,0.06,N,7,10.645424897265505
RENT,3.0,VENTURE,A,2400,6.54,0,0.06,N,10,10.645424897265505
RENT,2.0,MEDICAL,C,2400,14.35,0,0.05,N,5,10.687663031443638
RENT,3.0,PERSONAL,B,2400,12.42,0,0.05,N,6,10.714417768752456
RENT,5.0,MEDICAL,C,2400,10.995555082490686,0,0.05,N,6,10.714417768752456
RENT,7.0,PERSONAL,B,2400,11.49,1,0.06,N,9,10.616437360392252
RENT,6.0,VENTURE,C,2400,13.22,0,0.05,Y,5,10.771679880919253
MORTGAGE,7.0,DEBTCONSOLIDATION,C,1500,13.16,0,0.05,N,8,10.308952660644293
RENT,3.0,DEBTCONSOLIDATION,D,2400,13.8,1,0.06,Y,10,10.645424897265505
RENT,0.0,VENTURE,A,2400,10.995555082490686,0,0.05,N,9,10.819778284410283
RENT,1.0,EDUCATION,C,2400,13.49,0,0.05,Y,9,10.819778284410283
RENT,0.0,PERSONAL,C,2400,11.03,0,0.05,Y,8,10.819778284410283
RENT,4.0,PERSONAL,B,2400,9.62,0,0.05,N,7,10.874266469694351
MORTGAGE,0.0,DEBTCONSOLIDATION,A,15000,9.63,0,0.5,N,8,10.308952660644293
RENT,3.0,VENTURE,A,2400,7.49,0,0.04,N,6,11.002099841204238
RENT,6.0,MEDICAL,B,2400,12.69,0,0.04,N,8,11.010398644018933
MORTGAGE,4.0,DEBTCONSOLIDATION,C,7500,11.78,0,0.25,N,7,10.308952660644293
RENT,0.0,EDUCATION,B,2400,11.11,0,0.03,N,6,11.15619337654164
RENT,4.0,HOMEIMPROVEMENT,B,2400,10.65,0,0.03,N,7,11.156250521031495
RENT,17.0,MEDICAL,C,2400,13.16,0,0.03,N,8,11.184421397998191
RENT,5.0,MEDICAL,C,2400,10.995555082490686,0,0.03,Y,5,11.260610536355738
RENT,5.0,VENTURE,A,2400,8.9,0,0.03,N,5,11.320553572322773
RENT,3.0,HOMEIMPROVEMENT,C,2400,13.49,0,0.03,Y,9,11.408120350604102
RENT,4.0,MEDICAL,A,2425,5.42,0,0.03,N,10,11.265745335827775
RENT,1.0,HOMEIMPROVEMENT,B,2425,11.49,0,0.03,N,8,11.366742954792146
MORTGAGE,15.0,DEBTCONSOLIDATION,D,11225,13.62,1,0.37,Y,6,10.308952660644293
RENT,12.0,PERSONAL,D,2475,15.05,1,0.04,Y,8,11.097410021008562
MORTGAGE,1.0,EDUCATION,C,12000,10.59,0,0.4,Y,6,10.308952660644293
RENT,0.0,EDUCATION,A,2475,6.54,0,0.03,N,8,11.235853571630464
RENT,4.0,EDUCATION,D,2500,14.84,1,0.23,N,5,9.287301413112312
OWN,3.0,HOMEIMPROVEMENT,A,11000,8.94,0,0.37,N,10,10.30948585180595
RENT,2.0,HOMEIMPROVEMENT,B,13575,11.71,1,0.25,N,10,10.896739325546411
MORTGAGE,4.0,EDUCATION,A,1400,8.9,1,0.05,N,9,10.312546196154422
RENT,0.0,MEDICAL,C,13500,10.78,1,0.36,N,6,10.524064040261235
MORTGAGE,3.0,EDUCATION,C,18000,12.84,0,0.6,Y,10,10.31374117737609
OWN,4.0,VENTURE,A,7000,6.99,0,0.23,N,10,10.314139187331593
OWN,12.0,PERSONAL,A,5000,8.49,0,0.16,N,9,10.322921309871688
RENT,1.0,DEBTCONSOLIDATION,A,13500,7.49,0,0.21,N,8,11.07289996751084
